SimpleName,num,bleu score,description,MethodName,all score
store,4,0.25,"Captures the current state of this MBean instance and writes it out to the persistent store. The state stored could include attribute and operation values.If the implementation of this class does not support persistence, an MBeanException wrapping a ServiceNotFoundException is thrown.Persistence policy from the MBean and attribute descriptor is used to guide execution of this method. The MBean should be stored if 'persistPolicy' field is: != ""never"" = ""always"" = ""onTimer"" and now &gt; 'lastPersistTime' + 'persistPeriod' = ""NoMoreOftenThan"" and now &gt; 'lastPersistTime' + 'persistPeriod' = ""onUnregister"" Do not store the MBean if 'persistPolicy' field is: = ""never"" = ""onUpdate"" = ""onTimer"" &amp;&amp; now &lt; 'lastPersistTime' + 'persistPeriod'",";java.security.KeyStore.store(OutputStream,char[]);java.security.KeyStore.store(KeyStore.LoadStoreParameter);java.util.Properties.store(Writer,String);javax.management.modelmbean.RequiredModelMBean.store()",;0.25;0.25;0.25;0.25
stringToValue,4,0.264176236,"Parses the text, returning the appropriate Object representation of the String value. This strips the literal characters as necessary and invokes supers stringToValue, so that if you have specified a value class (setValueClass) an instance of it will be created. This will throw a ParseException if the value does not match the current mask. Refer to setValueContainsLiteralCharacters(boolean) for details on how literals are treated.",;javax.swing.JFormattedTextField.AbstractFormatter.stringToValue(String);javax.swing.text.DefaultFormatter.stringToValue(String);javax.swing.text.InternationalFormatter.stringToValue(String);javax.swing.text.MaskFormatter.stringToValue(String),;0.25;0.25;0.25;0.26
subList,4,0.593050845,"Returns a view of the portion of this list between the specified fromIndex, inclusive, and toIndex, exclusive. (If fromIndex and toIndex are equal, the returned list is empty.) The returned list is backed by this list, so non-structural changes in the returned list are reflected in this list, and vice-versa. The returned list supports all of the optional list operations. This method eliminates the need for explicit range operations (of the sort that commonly exist for arrays). Any operation that expects a list can be used as a range operation by passing a subList view instead of a whole list. For example, the following idiom removes a range of elements from a list: list.subList(from, to).clear(); Similar idioms may be constructed for indexOf(Object) and lastIndexOf(Object), and all of the algorithms in the Collections class can be applied to a subList. The semantics of the list returned by this method become undefined if the backing list (i.e., this list) is structurally modified in any way other than via the returned list. (Structural modifications are those that change the size of this list, or otherwise perturb it in such a fashion that iterations in progress may yield incorrect results.)",";java.util.AbstractList.subList(int,int);java.util.ArrayList.subList(int,int);java.util.Vector.subList(int,int);java.util.concurrent.CopyOnWriteArrayList.subList(int,int)",;0.50;0.59;0.56;0.29
subMap,4,1,Description copied from interface:NavigableMap,";java.util.TreeMap.subMap(K,boolean,K,boolean);java.util.TreeMap.subMap(K,K);java.util.concurrent.ConcurrentSkipListMap.subMap(K,boolean,K,boolean);java.util.concurrent.ConcurrentSkipListMap.subMap(K,K)",;1.00;1.00;1.00;1.00
subSet,4,1,Description copied from interface:NavigableSet,";java.util.TreeSet.subSet(E,boolean,E,boolean);java.util.TreeSet.subSet(E,E);java.util.concurrent.ConcurrentSkipListSet.subSet(E,boolean,E,boolean);java.util.concurrent.ConcurrentSkipListSet.subSet(E,E)",;1.00;1.00;1.00;1.00
subtractExact,4,0.925366567,"Returns the difference of the arguments, throwing an exception if the result overflows a long.",";java.lang.Math.subtractExact(int,int);java.lang.Math.subtractExact(long,long);java.lang.StrictMath.subtractExact(int,int);java.lang.StrictMath.subtractExact(long,long)",;0.93;0.93;0.93;0.93
sync,4,0.25,"Ensures that future reads from this preference node and its descendants reflect any changes that were committed to the persistent store (from any VM) prior to the sync invocation. As a side-effect, forces any changes in the contents of this preference node and its descendants to the persistent store, as if the flush method had been invoked on this node.",;java.awt.Toolkit.sync();java.io.FileDescriptor.sync();java.util.prefs.AbstractPreferences.sync();java.util.prefs.Preferences.sync(),;0.25;0.25;0.25;0.25
tailMap,4,1,Description copied from interface:NavigableMap,";java.util.TreeMap.tailMap(K,boolean);java.util.TreeMap.tailMap(K);java.util.concurrent.ConcurrentSkipListMap.tailMap(K,boolean);java.util.concurrent.ConcurrentSkipListMap.tailMap(K)",;1.00;1.00;1.00;1.00
tailSet,4,1,Description copied from interface:NavigableSet,";java.util.TreeSet.tailSet(E,boolean);java.util.TreeSet.tailSet(E);java.util.concurrent.ConcurrentSkipListSet.tailSet(E,boolean);java.util.concurrent.ConcurrentSkipListSet.tailSet(E)",;1.00;1.00;1.00;1.00
toByteArray,4,0.25,"Returns a new byte array containing all the bits in this bit set. More precisely, if byte[] bytes = s.toByteArray();then bytes.length == (s.length()+7)/8 and s.get(n) == ((bytes[n/8] &amp; (1&lt;&lt;(n%8))) != 0)for all n &lt; 8 * bytes.length.",;java.io.ByteArrayOutputStream.toByteArray();java.math.BigInteger.toByteArray();java.text.CollationKey.toByteArray();java.util.BitSet.toByteArray(),;0.25;0.25;0.25;0.25
toLocalDate,4,0.75,"Gets the LocalDate part of this date-time. This returns a LocalDate with the same year, month and day as this date-time.",;java.sql.Date.toLocalDate();java.time.LocalDateTime.toLocalDate();java.time.OffsetDateTime.toLocalDate();java.time.ZonedDateTime.toLocalDate(),;0.25;0.75;0.75;0.75
toLowerCase,4,0.442990896,"Converts the character argument to lowercase using case mapping information from the UnicodeData file. Note that Character.isLowerCase(Character.toLowerCase(ch)) does not always return true for some ranges of characters, particularly those that are symbols or ideographs. In general, String.toLowerCase() should be used to map characters to lowercase. String case mapping methods have several benefits over Character case mapping methods. String case mapping methods can perform locale-sensitive mappings, context-sensitive mappings, and 1:M character mappings, whereas the Character case mapping methods cannot. Note: This method cannot handle supplementary characters. To support all Unicode characters, including supplementary characters, use the toLowerCase(int) method.",;java.lang.Character.toLowerCase(char);java.lang.Character.toLowerCase(int);java.lang.String.toLowerCase(Locale);java.lang.String.toLowerCase(),;0.44;0.44;0.29;0.29
toPattern,4,0.275830227,Returns a pattern representing the current state of the message format. The string is constructed from internal information and therefore does not necessarily equal the previously applied pattern.,;java.text.ChoiceFormat.toPattern();java.text.DecimalFormat.toPattern();java.text.MessageFormat.toPattern();java.text.SimpleDateFormat.toPattern(),;0.00;0.27;0.28;0.25
toUnsignedString,4,0.542938923,"Returns a string representation of the first argument as an unsigned integer value in the radix specified by the second argument. If the radix is smaller than Character.MIN_RADIX or larger than Character.MAX_RADIX, then the radix 10 is used instead. Note that since the first argument is treated as an unsigned value, no leading sign character is printed. If the magnitude is zero, it is represented by a single zero character '0' ('\u0030'); otherwise, the first character of the representation of the magnitude will not be the zero character. The behavior of radixes and the characters used as digits are the same as toString.",";java.lang.Integer.toUnsignedString(int,int);java.lang.Integer.toUnsignedString(int);java.lang.Long.toUnsignedString(long,int);java.lang.Long.toUnsignedString(long)",;0.54;0.51;0.54;0.51
toUpperCase,4,0.442990896,"Converts the character argument to uppercase using case mapping information from the UnicodeData file. Note that Character.isUpperCase(Character.toUpperCase(ch)) does not always return true for some ranges of characters, particularly those that are symbols or ideographs. In general, String.toUpperCase() should be used to map characters to uppercase. String case mapping methods have several benefits over Character case mapping methods. String case mapping methods can perform locale-sensitive mappings, context-sensitive mappings, and 1:M character mappings, whereas the Character case mapping methods cannot. Note: This method cannot handle supplementary characters. To support all Unicode characters, including supplementary characters, use the toUpperCase(int) method.",;java.lang.Character.toUpperCase(char);java.lang.Character.toUpperCase(int);java.lang.String.toUpperCase(Locale);java.lang.String.toUpperCase(),;0.44;0.44;0.29;0.29
truncate,4,0.429014553,"Truncates this channel's file to the given size. If the given size is less than the file's current size then the file is truncated, discarding any bytes beyond the new end of the file. If the given size is greater than or equal to the file's current size then the file is not modified. In either case, if this channel's file position is greater than the given size then it is set to that size.",;java.nio.channels.AsynchronousFileChannel.truncate(long);java.nio.channels.FileChannel.truncate(long);javax.sql.rowset.serial.SerialBlob.truncate(long);javax.sql.rowset.serial.SerialClob.truncate(long),;0.42;0.43;0.25;0.25
tryAcquire,4,0.5,"Attempts to acquire in exclusive mode. This method should query if the state of the object permits it to be acquired in the exclusive mode, and if so to acquire it. This method is always invoked by the thread performing acquire. If this method reports failure, the acquire method may queue the thread, if it is not already queued, until it is signalled by a release from some other thread. This can be used to implement method Lock.tryLock(). The default implementation throws UnsupportedOperationException.",;java.util.concurrent.Semaphore.tryAcquire();java.util.concurrent.Semaphore.tryAcquire(int);java.util.concurrent.locks.AbstractQueuedLongSynchronizer.tryAcquire(long);java.util.concurrent.locks.AbstractQueuedSynchronizer.tryAcquire(int),;0.43;0.43;0.50;0.50
