method,return_type,return_description
java.util.IdentityHashMap.isEmpty(),boolean,true if this identity hash map contains no key-value mappings
java.util.IdentityHashMap.get(Object),V,"the value to which the specified key is mapped, or null if this map contains no mapping for the key"
java.util.IdentityHashMap.containsKey(Object),boolean,true if the specified object reference is a key in this map
java.util.IdentityHashMap.containsValue(Object),boolean,true if this map maps one or more keys to the specified object reference
"java.util.IdentityHashMap.put(K,V)",V,"the previous value associated with key, or null if there was no mapping for key. (A null return can also indicate that the map previously associated null with key.)"
"java.util.IdentityHashMap.putAll(Map&lt;?,?)",void,
java.util.IdentityHashMap.remove(Object),V,"the previous value associated with key, or null if there was no mapping for key. (A null return can also indicate that the map previously associated null with key.)"
java.util.IdentityHashMap.clear(),void,
java.util.IdentityHashMap.equals(Object),boolean,true if the specified object is equal to this map
java.util.IdentityHashMap.hashCode(),int,the hash code value for this map
java.util.IdentityHashMap.clone(),Object,a shallow copy of this map
java.util.IdentityHashMap.keySet(),Set&lt;K&gt;,an identity-based set view of the keys contained in this map
java.util.IdentityHashMap.values(),Collection&lt;V&gt;,a collection view of the values contained in this map
java.util.IdentityHashMap.entrySet(),"Set&lt;Map.Entry&lt;K,V&gt;&gt;",a set view of the identity-mappings contained in this map
"java.util.IdentityHashMap.forEach(BiConsumer&lt;?,?)",void,
"java.util.IdentityHashMap.replaceAll(BiFunction&lt;?,?,?)",void,
java.util.IntSummaryStatistics.accept(int),void,
java.util.IntSummaryStatistics.combine(IntSummaryStatistics),void,
java.util.IntSummaryStatistics.getCount(),long,the count of values
java.util.IntSummaryStatistics.getSum(),long,"the sum of values, or zero if none"
java.util.IntSummaryStatistics.getMin(),int,"the minimum value, or Integer.MAX_VALUE if none"
java.util.IntSummaryStatistics.getMax(),int,"the maximum value, or Integer.MIN_VALUE if none"
java.util.IntSummaryStatistics.getAverage(),double,"the arithmetic mean of values, or zero if none"
java.util.IntSummaryStatistics.toString(),String,a string representation of the object.
java.util.LinkedHashMap.containsValue(Object),boolean,true if this map maps one or more keys to the specified value
java.util.LinkedHashMap.get(Object),V,"the value to which the specified key is mapped, or null if this map contains no mapping for the key"
"java.util.LinkedHashMap.getOrDefault(Object,V)",V,"the value to which the specified key is mapped, or defaultValue if this map contains no mapping for the key"
java.util.LinkedHashMap.clear(),void,
"java.util.LinkedHashMap.removeEldestEntry(Map.Entry&lt;K,V&gt;)",boolean,true if the eldest entry should be removed from the map; false if it should be retained.
java.util.LinkedHashMap.keySet(),Set&lt;K&gt;,a set view of the keys contained in this map
java.util.LinkedHashMap.values(),Collection&lt;V&gt;,a view of the values contained in this map
java.util.LinkedHashMap.entrySet(),"Set&lt;Map.Entry&lt;K,V&gt;&gt;",a set view of the mappings contained in this map
"java.util.LinkedHashMap.forEach(BiConsumer&lt;?,?)",void,
"java.util.LinkedHashMap.replaceAll(BiFunction&lt;?,?,?)",void,
java.util.LinkedHashSet.spliterator(),Spliterator&lt;E&gt;,a Spliterator over the elements in this set
java.util.LinkedList.getFirst(),E,the first element in this list
java.util.LinkedList.getLast(),E,the last element in this list
java.util.LinkedList.removeFirst(),E,the first element from this list
java.util.LinkedList.removeLast(),E,the last element from this list
java.util.LinkedList.addFirst(E),void,
java.util.LinkedList.addLast(E),void,
java.util.LinkedList.contains(Object),boolean,true if this list contains the specified element
java.util.LinkedList.size(),int,the number of elements in this list
java.util.LinkedList.add(E),boolean,true (as specified by Collection.add(E))
java.util.LinkedList.remove(Object),boolean,true if this list contained the specified element
java.util.LinkedList.addAll(Collection&lt;?),boolean,true if this list changed as a result of the call
"java.util.LinkedList.addAll(int,Collection&lt;?)",boolean,true if this list changed as a result of the call
java.util.LinkedList.clear(),void,
java.util.LinkedList.get(int),E,the element at the specified position in this list
"java.util.LinkedList.set(int,E)",E,the element previously at the specified position
"java.util.LinkedList.add(int,E)",void,
java.util.LinkedList.remove(int),E,the element previously at the specified position
java.util.LinkedList.indexOf(Object),int,"the index of the first occurrence of the specified element in this list, or -1 if this list does not contain the element"
java.util.LinkedList.lastIndexOf(Object),int,"the index of the last occurrence of the specified element in this list, or -1 if this list does not contain the element"
java.util.LinkedList.peek(),E,"the head of this list, or null if this list is empty"
java.util.LinkedList.element(),E,the head of this list
java.util.LinkedList.poll(),E,"the head of this list, or null if this list is empty"
java.util.LinkedList.remove(),E,the head of this list
java.util.LinkedList.offer(E),boolean,true (as specified by Queue.offer(E))
java.util.LinkedList.offerFirst(E),boolean,true (as specified by Deque.offerFirst(E))
java.util.LinkedList.offerLast(E),boolean,true (as specified by Deque.offerLast(E))
java.util.LinkedList.peekFirst(),E,"the first element of this list, or null if this list is empty"
java.util.LinkedList.peekLast(),E,"the last element of this list, or null if this list is empty"
java.util.LinkedList.pollFirst(),E,"the first element of this list, or null if this list is empty"
java.util.LinkedList.pollLast(),E,"the last element of this list, or null if this list is empty"
java.util.LinkedList.push(E),void,
java.util.LinkedList.pop(),E,the element at the front of this list (which is the top of the stack represented by this list)
java.util.LinkedList.removeFirstOccurrence(Object),boolean,true if the list contained the specified element
java.util.LinkedList.removeLastOccurrence(Object),boolean,true if the list contained the specified element
java.util.LinkedList.listIterator(int),ListIterator&lt;E&gt;,"a ListIterator of the elements in this list (in proper sequence), starting at the specified position in the list"
java.util.LinkedList.descendingIterator(),Iterator&lt;E&gt;,an iterator over the elements in this deque in reverse sequence
java.util.LinkedList.clone(),Object,a shallow copy of this LinkedList instance
java.util.LinkedList.toArray(),Object[],an array containing all of the elements in this list in proper sequence
java.util.LinkedList.toArray(T[]),&lt;T&gt;T[],an array containing the elements of the list
java.util.LinkedList.spliterator(),Spliterator&lt;E&gt;,a Spliterator over the elements in this list
java.util.ListResourceBundle.handleGetObject(String),Object,"the object for the given key, or null"
java.util.ListResourceBundle.getKeys(),Enumeration&lt;String&gt;,an Enumeration of the keys contained in this ResourceBundle and its parent bundles.
java.util.ListResourceBundle.handleKeySet(),Set&lt;String&gt;,a Set of the keys contained only in this ResourceBundle
java.util.ListResourceBundle.getContents(),abstractObject[][],an array of an Object array representing a key-value pair.
java.util.Locale.getDefault(),Locale,the default locale for this instance of the Java Virtual Machine
java.util.Locale.getDefault(Locale.Category),Locale,the default locale for the specified Category for this instance of the Java Virtual Machine
java.util.Locale.setDefault(Locale),void,
"java.util.Locale.setDefault(Locale.Category,Locale)",void,
java.util.Locale.getAvailableLocales(),Locale[],An array of installed locales.
java.util.Locale.getISOCountries(),String[],An array of ISO 3166 two-letter country codes.
java.util.Locale.getISOLanguages(),String[],
java.util.Locale.getLanguage(),String,"The language code, or the empty string if none is defined."
java.util.Locale.getScript(),String,"The script code, or the empty string if none is defined."
java.util.Locale.getCountry(),String,"The country/region code, or the empty string if none is defined."
java.util.Locale.getVariant(),String,"The variant code, or the empty string if none is defined."
java.util.Locale.hasExtensions(),boolean,true if this Locale has any extensions
java.util.Locale.stripExtensions(),Locale,"a copy of this Locale with no extensions, or this if this has no extensions"
java.util.Locale.getExtension(char),String,"The extension, or null if this locale defines no extension for the specified key."
java.util.Locale.getExtensionKeys(),Set&lt;Character&gt;,"The set of extension keys, or the empty set if this locale has no extensions."
java.util.Locale.getUnicodeLocaleAttributes(),Set&lt;String&gt;,The set of attributes.
java.util.Locale.getUnicodeLocaleType(String),String,"The Unicode locale type associated with the key, or null if the locale does not define the key."
java.util.Locale.getUnicodeLocaleKeys(),Set&lt;String&gt;,"The set of Unicode locale keys, or the empty set if this locale has no Unicode locale keywords."
java.util.Locale.toString(),String,
java.util.Locale.toLanguageTag(),String,
java.util.Locale.forLanguageTag(String),Locale,
java.util.Locale.getISO3Language(),String,A three-letter abbreviation of this locale's language.
java.util.Locale.getISO3Country(),String,A three-letter abbreviation of this locale's country.
java.util.Locale.getDisplayLanguage(),String,The name of the display language.
java.util.Locale.getDisplayLanguage(Locale),String,The name of the display language appropriate to the given locale.
java.util.Locale.getDisplayScript(),String,the display name of the script code for the current default DISPLAY locale
java.util.Locale.getDisplayScript(Locale),String,the display name of the script code for the current default DISPLAY locale
java.util.Locale.getDisplayCountry(),String,The name of the country appropriate to the locale.
java.util.Locale.getDisplayCountry(Locale),String,The name of the country appropriate to the given locale.
java.util.Locale.getDisplayVariant(),String,The name of the display variant code appropriate to the locale.
java.util.Locale.getDisplayVariant(Locale),String,The name of the display variant code appropriate to the given locale.
java.util.Locale.getDisplayName(),String,The name of the locale appropriate to display.
java.util.Locale.getDisplayName(Locale),String,The name of the locale appropriate to display.
java.util.Locale.clone(),Object,a clone of this instance.
java.util.Locale.hashCode(),int,a hash code value for this object.
java.util.Locale.equals(Object),boolean,true if this Locale is equal to the specified object.
"java.util.Locale.filter(List&lt;Locale.LanguageRange&gt;,Collection&lt;Locale&gt;,Locale.FilteringMode)",List&lt;Locale&gt;,"a list of Locale instances for matching language tags sorted in descending order based on priority or weight, or an empty list if nothing matches. The list is modifiable."
"java.util.Locale.filter(List&lt;Locale.LanguageRange&gt;,Collection&lt;Locale&gt;)",List&lt;Locale&gt;,"a list of Locale instances for matching language tags sorted in descending order based on priority or weight, or an empty list if nothing matches. The list is modifiable."
"java.util.Locale.filterTags(List&lt;Locale.LanguageRange&gt;,Collection&lt;String&gt;,Locale.FilteringMode)",List&lt;String&gt;,"a list of matching language tags sorted in descending order based on priority or weight, or an empty list if nothing matches. The list is modifiable."
"java.util.Locale.filterTags(List&lt;Locale.LanguageRange&gt;,Collection&lt;String&gt;)",List&lt;String&gt;,"a list of matching language tags sorted in descending order based on priority or weight, or an empty list if nothing matches. The list is modifiable."
